Time-stamp [msec];average number of samplings per node;average hopcount of received frames;average number of received sourced frames per node;relative delivery error [%];average energy of nodes [%];average communication energy of nodes [%];average number of extreme samplings per node;rate of alive nodes [%]
570100;8.833333;2.917300;4.383333;50.377358;21.476194;31.055623;4.258333;70.000000
570200;8.833333;2.917300;4.383333;50.377358;21.476183;31.055623;4.258333;70.000000
570300;8.833333;2.917300;4.383333;50.377358;21.476172;31.055623;4.258333;70.000000
570400;8.833333;2.917300;4.383333;50.377358;21.476161;31.055623;4.258333;70.000000
570500;8.833333;2.917300;4.383333;50.377358;21.476150;31.055623;4.258333;70.000000
570600;8.833333;2.917300;4.383333;50.377358;21.476139;31.055623;4.258333;70.000000
570700;8.833333;2.917300;4.383333;50.377358;21.476128;31.055623;4.258333;70.000000
570800;8.833333;2.917300;4.383333;50.377358;21.476117;31.055623;4.258333;70.000000
570900;8.833333;2.917300;4.383333;50.377358;21.476106;31.055623;4.258333;70.000000
571000;8.833333;2.917300;4.383333;50.377358;21.476095;31.055623;4.258333;70.000000
571100;8.833333;2.917300;4.383333;50.377358;21.476084;31.055623;4.258333;70.000000
571200;8.833333;2.917300;4.383333;50.377358;21.476073;31.055623;4.258333;70.000000
571300;8.833333;2.917300;4.383333;50.377358;21.476062;31.055623;4.258333;70.000000
571400;8.833333;2.917300;4.383333;50.377358;21.476051;31.055623;4.258333;70.000000
571500;8.833333;2.917300;4.383333;50.377358;21.476040;31.055623;4.258333;70.000000
571600;8.833333;2.917300;4.383333;50.377358;21.476029;31.055623;4.258333;70.000000
571700;8.833333;2.917300;4.383333;50.377358;21.476018;31.055623;4.258333;70.000000
571800;8.833333;2.917300;4.383333;50.377358;21.476007;31.055623;4.258333;70.000000
571900;8.833333;2.917300;4.383333;50.377358;21.475996;31.055623;4.258333;70.000000
572000;8.833333;2.917300;4.383333;50.377358;21.475985;31.055623;4.258333;70.000000
572100;8.833333;2.917300;4.383333;50.377358;21.475974;31.055623;4.258333;70.000000
572200;8.833333;2.917300;4.383333;50.377358;21.475963;31.055623;4.258333;70.000000
572300;8.833333;2.917300;4.383333;50.377358;21.475952;31.055623;4.258333;70.000000
572400;8.833333;2.917300;4.383333;50.377358;21.475941;31.055623;4.258333;70.000000
572500;8.833333;2.917300;4.383333;50.377358;21.475930;31.055623;4.258333;70.000000
572600;8.833333;2.917300;4.383333;50.377358;21.475919;31.055623;4.258333;70.000000
572700;8.833333;2.917300;4.383333;50.377358;21.475908;31.055623;4.258333;70.000000
572800;8.833333;2.917300;4.383333;50.377358;21.475897;31.055623;4.258333;70.000000
572900;8.833333;2.917300;4.383333;50.377358;21.475886;31.055623;4.258333;70.000000
573000;8.833333;2.917300;4.383333;50.377358;21.475875;31.055623;4.258333;70.000000
573100;8.833333;2.917300;4.383333;50.377358;21.475864;31.055623;4.258333;70.000000
573200;8.833333;2.917300;4.383333;50.377358;21.475853;31.055623;4.258333;70.000000
573300;8.833333;2.917300;4.383333;50.377358;21.475842;31.055623;4.258333;70.000000
573400;8.833333;2.917300;4.383333;50.377358;21.475831;31.055623;4.258333;70.000000
573500;8.833333;2.917300;4.383333;50.377358;21.475820;31.055623;4.258333;70.000000
573600;8.833333;2.917300;4.383333;50.377358;21.475809;31.055623;4.258333;70.000000
573700;8.833333;2.917300;4.383333;50.377358;21.475798;31.055623;4.258333;70.000000
573800;8.833333;2.917300;4.383333;50.377358;21.475787;31.055623;4.258333;70.000000
573900;8.833333;2.917300;4.383333;50.377358;21.475776;31.055623;4.258333;70.000000
574000;8.833333;2.917300;4.383333;50.377358;21.475765;31.055623;4.258333;70.000000
574100;8.833333;2.917300;4.383333;50.377358;21.475754;31.055623;4.258333;70.000000
574200;8.833333;2.917300;4.383333;50.377358;21.475743;31.055623;4.258333;70.000000
574300;8.833333;2.917300;4.383333;50.377358;21.475671;31.055623;4.258333;70.000000
574400;8.841667;2.917300;4.383333;50.424128;21.475590;31.055627;4.266667;70.000000
574500;8.841667;2.917300;4.383333;50.424128;21.475579;31.055627;4.266667;70.000000
574600;8.841667;2.917300;4.383333;50.424128;21.475568;31.055627;4.266667;70.000000
574700;8.841667;2.917300;4.383333;50.424128;21.475557;31.055627;4.266667;70.000000
574800;8.841667;2.917300;4.383333;50.424128;21.475546;31.055627;4.266667;70.000000
574900;8.841667;2.917300;4.383333;50.424128;21.475535;31.055627;4.266667;70.000000
575000;8.841667;2.917300;4.383333;50.424128;21.475524;31.055627;4.266667;70.000000
575100;8.850000;2.917300;4.383333;50.470810;21.475383;31.055632;4.275000;70.000000
575200;8.850000;2.917300;4.383333;50.470810;21.475372;31.055632;4.275000;70.000000
575300;8.850000;2.917300;4.383333;50.470810;21.475361;31.055632;4.275000;70.000000
575400;8.850000;2.917300;4.383333;50.470810;21.475350;31.055632;4.275000;70.000000
575500;8.850000;2.917300;4.383333;50.470810;21.475339;31.055632;4.275000;70.000000
575600;8.850000;2.917300;4.383333;50.470810;21.475267;31.055632;4.275000;70.000000
575700;8.858333;2.917300;4.383333;50.517404;21.475186;31.055636;4.283333;70.000000
575800;8.858333;2.917300;4.383333;50.517404;21.475175;31.055636;4.283333;70.000000
575900;8.858333;2.917300;4.383333;50.517404;21.475164;31.055636;4.283333;70.000000
576000;8.858333;2.917300;4.383333;50.517404;21.475153;31.055636;4.283333;70.000000
576100;8.858333;2.917300;4.383333;50.517404;21.475142;31.055636;4.283333;70.000000
576200;8.858333;2.917300;4.383333;50.517404;21.475131;31.055636;4.283333;70.000000
576300;8.858333;2.917300;4.383333;50.517404;21.475121;31.055636;4.283333;70.000000
576400;8.858333;2.917300;4.383333;50.517404;21.475048;31.055636;4.283333;70.000000
576500;8.866667;2.917300;4.383333;50.563910;21.474968;31.055641;4.291667;70.000000
576600;8.866667;2.917300;4.383333;50.563910;21.474957;31.055641;4.291667;70.000000
576700;8.866667;2.917300;4.383333;50.563910;21.474946;31.055641;4.291667;70.000000
576800;8.866667;2.917300;4.383333;50.563910;21.474874;31.055641;4.291667;70.000000
576900;8.875000;2.917300;4.383333;50.610329;21.474794;31.055645;4.300000;70.000000
577000;8.875000;2.917300;4.383333;50.610329;21.474783;31.055645;4.300000;70.000000
577100;8.875000;2.917300;4.383333;50.610329;21.474772;31.055645;4.300000;70.000000
577200;8.875000;2.917300;4.383333;50.610329;21.474761;31.055645;4.300000;70.000000
577300;8.875000;2.917300;4.383333;50.610329;21.474750;31.055645;4.300000;70.000000
577400;8.875000;2.917300;4.383333;50.610329;21.474739;31.055645;4.300000;70.000000
577500;8.875000;2.917300;4.383333;50.610329;21.474728;31.055645;4.300000;70.000000
577600;8.875000;2.917300;4.383333;50.610329;21.474717;31.055645;4.300000;70.000000
577700;8.875000;2.917300;4.383333;50.610329;21.474706;31.055645;4.300000;70.000000
577800;8.875000;2.917300;4.383333;50.610329;21.474642;31.055645;4.300000;70.000000
577900;8.883333;2.917300;4.383333;50.656660;21.474553;31.055650;4.308333;70.000000
578000;8.883333;2.917300;4.383333;50.656660;21.474542;31.055650;4.308333;70.000000
578100;8.883333;2.917300;4.383333;50.656660;21.474531;31.055650;4.308333;70.000000
578200;8.883333;2.917300;4.383333;50.656660;21.474520;31.055650;4.308333;70.000000
578300;8.883333;2.917300;4.383333;50.656660;21.474509;31.055650;4.308333;70.000000
578400;8.883333;2.917300;4.383333;50.656660;21.474498;31.055650;4.308333;70.000000
578500;8.883333;2.917300;4.383333;50.656660;21.474487;31.055650;4.308333;70.000000
578600;8.883333;2.917300;4.383333;50.656660;21.474476;31.055650;4.308333;70.000000
578700;8.883333;2.917300;4.383333;50.656660;21.474465;31.055650;4.308333;70.000000
578800;8.883333;2.917300;4.383333;50.656660;21.474454;31.055650;4.308333;70.000000
578900;8.883333;2.917300;4.383333;50.656660;21.474443;31.055650;4.308333;70.000000
579000;8.883333;2.917300;4.383333;50.656660;21.474432;31.055650;4.308333;70.000000
579100;8.883333;2.917300;4.383333;50.656660;21.474421;31.055650;4.308333;70.000000
579200;8.883333;2.917300;4.383333;50.656660;21.474410;31.055650;4.308333;70.000000
579300;8.883333;2.917300;4.383333;50.656660;21.474399;31.055650;4.308333;70.000000
579400;8.883333;2.917300;4.383333;50.656660;21.474388;31.055650;4.308333;70.000000
579500;8.883333;2.917300;4.383333;50.656660;21.474377;31.055650;4.308333;70.000000
579600;8.883333;2.917300;4.383333;50.656660;21.474366;31.055650;4.308333;70.000000
579700;8.883333;2.917300;4.383333;50.656660;21.474355;31.055650;4.308333;70.000000
579800;8.883333;2.917300;4.383333;50.656660;21.474344;31.055650;4.308333;70.000000
579900;8.883333;2.917300;4.383333;50.656660;21.474333;31.055650;4.308333;70.000000
580000;8.883333;2.917300;4.383333;50.656660;21.474261;31.055650;4.308333;70.000000
580100;8.891667;2.917300;4.383333;50.702905;21.474181;31.055654;4.316667;70.000000
580200;8.900000;2.917300;4.383333;50.749064;21.474039;31.055658;4.325000;70.000000
580300;8.900000;2.917300;4.383333;50.749064;21.474028;31.055658;4.325000;70.000000
580400;8.900000;2.917300;4.383333;50.749064;21.474017;31.055658;4.325000;70.000000
580500;8.908333;2.917300;4.383333;50.795136;21.473815;31.055663;4.333333;70.000000
580600;8.916667;2.917300;4.383333;50.841121;21.473734;31.055667;4.341667;70.000000
580700;8.916667;2.917300;4.383333;50.841121;21.473723;31.055667;4.341667;70.000000
580800;8.916667;2.917300;4.383333;50.841121;21.473712;31.055667;4.341667;70.000000
580900;8.916667;2.917300;4.383333;50.841121;21.473701;31.055667;4.341667;70.000000
581000;8.916667;2.917300;4.383333;50.841121;21.473690;31.055667;4.341667;70.000000
581100;8.925000;2.917300;4.383333;50.887021;21.473549;31.055672;4.350000;70.000000
581200;8.925000;2.917300;4.383333;50.887021;21.473538;31.055672;4.350000;70.000000
581300;8.925000;2.917300;4.383333;50.887021;21.473527;31.055672;4.350000;70.000000
581400;8.925000;2.917300;4.383333;50.887021;21.473516;31.055672;4.350000;70.000000
581500;8.925000;2.917300;4.383333;50.887021;21.473505;31.055672;4.350000;70.000000
581600;8.925000;2.917300;4.383333;50.887021;21.473494;31.055672;4.350000;70.000000
581700;8.925000;2.917300;4.383333;50.887021;21.473483;31.055672;4.350000;70.000000
581800;8.925000;2.917300;4.383333;50.887021;21.473472;31.055672;4.350000;70.000000
581900;8.925000;2.917300;4.383333;50.887021;21.473461;31.055672;4.350000;70.000000
582000;8.925000;2.917300;4.383333;50.887021;21.473450;31.055672;4.350000;70.000000
582100;8.925000;2.917300;4.383333;50.887021;21.473439;31.055672;4.350000;70.000000
582200;8.925000;2.917300;4.383333;50.887021;21.473428;31.055672;4.350000;70.000000
582300;8.925000;2.917300;4.383333;50.887021;21.473417;31.055672;4.350000;70.000000
582400;8.925000;2.917300;4.383333;50.887021;21.473406;31.055672;4.350000;70.000000
582500;8.925000;2.917300;4.383333;50.887021;21.473395;31.055672;4.350000;70.000000
582600;8.925000;2.917300;4.383333;50.887021;21.473384;31.055672;4.350000;70.000000
582700;8.925000;2.917300;4.383333;50.887021;21.473373;31.055672;4.350000;70.000000
582800;8.925000;2.917300;4.383333;50.887021;21.473362;31.055672;4.350000;70.000000
582900;8.925000;2.917300;4.383333;50.887021;21.473351;31.055672;4.350000;70.000000
583000;8.933333;2.917300;4.383333;50.932836;21.473210;31.055676;4.358333;70.000000
583100;8.933333;2.917300;4.383333;50.932836;21.473199;31.055676;4.358333;70.000000
583200;8.933333;2.917300;4.383333;50.932836;21.473188;31.055676;4.358333;70.000000
583300;8.933333;2.917300;4.383333;50.932836;21.473177;31.055676;4.358333;70.000000
583400;8.933333;2.917300;4.383333;50.932836;21.473166;31.055676;4.358333;70.000000
583500;8.933333;2.917300;4.383333;50.932836;21.473155;31.055676;4.358333;70.000000
583600;8.933333;2.917300;4.383333;50.932836;21.473144;31.055676;4.358333;70.000000
583700;8.933333;2.917300;4.383333;50.932836;21.473133;31.055676;4.358333;70.000000
583800;8.933333;2.917300;4.383333;50.932836;21.473060;31.055676;4.358333;70.000000
583900;8.941667;2.913662;4.391667;50.885368;21.465675;31.062322;4.366667;70.000000
584000;8.941667;2.913662;4.391667;50.885368;21.465664;31.062322;4.366667;70.000000
584100;8.941667;2.913662;4.391667;50.885368;21.465653;31.062322;4.366667;70.000000
584200;8.941667;2.913662;4.391667;50.885368;21.465642;31.062322;4.366667;70.000000
584300;8.941667;2.913662;4.391667;50.885368;21.465631;31.062322;4.366667;70.000000
584400;8.941667;2.913662;4.391667;50.885368;21.465620;31.062322;4.366667;70.000000
584500;8.941667;2.913662;4.391667;50.885368;21.465609;31.062322;4.366667;70.000000
584600;8.941667;2.913662;4.391667;50.885368;21.465598;31.062322;4.366667;70.000000
584700;8.941667;2.913662;4.391667;50.885368;21.465587;31.062322;4.366667;70.000000
584800;8.941667;2.913662;4.391667;50.885368;21.465576;31.062322;4.366667;70.000000
584900;8.941667;2.913662;4.391667;50.885368;21.465565;31.062322;4.366667;70.000000
585000;8.941667;2.913662;4.391667;50.885368;21.465554;31.062322;4.366667;70.000000
585100;8.941667;2.913662;4.391667;50.885368;21.465543;31.062322;4.366667;70.000000
585200;8.941667;2.913662;4.391667;50.885368;21.465532;31.062322;4.366667;70.000000
585300;8.941667;2.913662;4.391667;50.885368;21.465521;31.062322;4.366667;70.000000
585400;8.941667;2.913662;4.391667;50.885368;21.465510;31.062322;4.366667;70.000000
585500;8.941667;2.913662;4.391667;50.885368;21.465499;31.062322;4.366667;70.000000
585600;8.941667;2.913662;4.391667;50.885368;21.465488;31.062322;4.366667;70.000000
585700;8.941667;2.913662;4.391667;50.885368;21.465477;31.062322;4.366667;70.000000
585800;8.941667;2.913662;4.391667;50.885368;21.465466;31.062322;4.366667;70.000000
585900;8.941667;2.913662;4.391667;50.885368;21.465455;31.062322;4.366667;70.000000
586000;8.941667;2.913662;4.391667;50.885368;21.465444;31.062322;4.366667;70.000000
586100;8.941667;2.913662;4.391667;50.885368;21.465433;31.062322;4.366667;70.000000
586200;8.941667;2.913662;4.391667;50.885368;21.465422;31.062322;4.366667;70.000000
586300;8.941667;2.913662;4.391667;50.885368;21.465411;31.062322;4.366667;70.000000
586400;8.941667;2.913662;4.391667;50.885368;21.465400;31.062322;4.366667;70.000000
586500;8.941667;2.913662;4.391667;50.885368;21.465389;31.062322;4.366667;70.000000
586600;8.950000;2.913662;4.391667;50.931099;21.465247;31.062327;4.375000;70.000000
586700;8.950000;2.913662;4.391667;50.931099;21.465236;31.062327;4.375000;70.000000
586800;8.950000;2.913662;4.391667;50.931099;21.465225;31.062327;4.375000;70.000000
586900;8.950000;2.913662;4.391667;50.931099;21.465214;31.062327;4.375000;70.000000
587000;8.950000;2.913662;4.391667;50.931099;21.465203;31.062327;4.375000;70.000000
587100;8.950000;2.913662;4.391667;50.931099;21.465192;31.062327;4.375000;70.000000
587200;8.950000;2.913662;4.391667;50.931099;21.465181;31.062327;4.375000;70.000000
587300;8.950000;2.913662;4.391667;50.931099;21.465170;31.062327;4.375000;70.000000
587400;8.950000;2.913662;4.391667;50.931099;21.465159;31.062327;4.375000;70.000000
587500;8.950000;2.913662;4.391667;50.931099;21.465148;31.062327;4.375000;70.000000
587600;8.950000;2.913662;4.391667;50.931099;21.465137;31.062327;4.375000;70.000000
587700;8.950000;2.913662;4.391667;50.931099;21.465126;31.062327;4.375000;70.000000
587800;8.950000;2.913662;4.391667;50.931099;21.465115;31.062327;4.375000;70.000000
587900;8.950000;2.913662;4.391667;50.931099;21.465104;31.062327;4.375000;70.000000
588000;8.950000;2.913662;4.391667;50.931099;21.465093;31.062327;4.375000;70.000000
588100;8.950000;2.913662;4.391667;50.931099;21.465082;31.062327;4.375000;70.000000
588200;8.950000;2.913662;4.391667;50.931099;21.465010;31.062327;4.375000;70.000000
588300;8.958333;2.913662;4.391667;50.976744;21.464869;31.062331;4.383333;70.000000
588400;8.966667;2.913662;4.391667;51.022305;21.464789;31.062336;4.391667;70.000000
588500;8.966667;2.913662;4.391667;51.022305;21.464778;31.062336;4.391667;70.000000
588600;8.975000;2.913662;4.391667;51.067781;21.464636;31.062340;4.400000;70.000000
588700;8.975000;2.913662;4.391667;51.067781;21.464625;31.062340;4.400000;70.000000
588800;8.975000;2.913662;4.391667;51.067781;21.464614;31.062340;4.400000;70.000000
588900;8.975000;2.913662;4.391667;51.067781;21.464603;31.062340;4.400000;70.000000
589000;8.975000;2.913662;4.391667;51.067781;21.464592;31.062340;4.400000;70.000000
589100;8.975000;2.913662;4.391667;51.067781;21.464581;31.062340;4.400000;70.000000
589200;8.975000;2.913662;4.391667;51.067781;21.464570;31.062340;4.400000;70.000000
589300;8.975000;2.913662;4.391667;51.067781;21.464559;31.062340;4.400000;70.000000
589400;8.975000;2.913662;4.391667;51.067781;21.464548;31.062340;4.400000;70.000000
589500;8.975000;2.913662;4.391667;51.067781;21.464537;31.062340;4.400000;70.000000
589600;8.975000;2.913662;4.391667;51.067781;21.464526;31.062340;4.400000;70.000000
589700;8.975000;2.913662;4.391667;51.067781;21.464515;31.062340;4.400000;70.000000
589800;8.983333;2.913662;4.391667;51.113173;21.464374;31.062344;4.408333;70.000000
589900;8.983333;2.913662;4.391667;51.113173;21.464363;31.062344;4.408333;70.000000
590000;8.983333;2.913662;4.391667;51.113173;21.464352;31.062344;4.408333;70.000000
590100;8.983333;2.913662;4.391667;51.113173;21.464280;31.062344;4.408333;70.000000
590200;8.991667;2.913662;4.391667;51.158480;21.464199;31.062349;4.416667;70.000000
590300;8.991667;2.913662;4.391667;51.158480;21.464188;31.062349;4.416667;70.000000
590400;8.991667;2.913662;4.391667;51.158480;21.464177;31.062349;4.416667;70.000000
590500;8.991667;2.913662;4.391667;51.158480;21.464166;31.062349;4.416667;70.000000
590600;8.991667;2.913662;4.391667;51.158480;21.464155;31.062349;4.416667;70.000000
590700;8.991667;2.913662;4.391667;51.158480;21.464144;31.062349;4.416667;70.000000
590800;8.991667;2.913662;4.391667;51.158480;21.464133;31.062349;4.416667;70.000000
590900;8.991667;2.913662;4.391667;51.158480;21.464122;31.062349;4.416667;70.000000
591000;8.991667;2.913662;4.391667;51.158480;21.464111;31.062349;4.416667;70.000000
591100;8.991667;2.913662;4.391667;51.158480;21.464100;31.062349;4.416667;70.000000
591200;8.991667;2.913662;4.391667;51.158480;21.464089;31.062349;4.416667;70.000000
591300;8.991667;2.913662;4.391667;51.158480;21.464078;31.062349;4.416667;70.000000
591400;8.991667;2.913662;4.391667;51.158480;21.464067;31.062349;4.416667;70.000000
591500;8.991667;2.913662;4.391667;51.158480;21.463995;31.062349;4.416667;70.000000
591600;9.000000;2.913662;4.391667;51.203704;21.463915;31.062353;4.425000;70.000000
591700;9.000000;2.913662;4.391667;51.203704;21.463904;31.062353;4.425000;70.000000
591800;9.000000;2.913662;4.391667;51.203704;21.463893;31.062353;4.425000;70.000000
591900;9.000000;2.913662;4.391667;51.203704;21.463882;31.062353;4.425000;70.000000
592000;9.000000;2.913662;4.391667;51.203704;21.463871;31.062353;4.425000;70.000000
